condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2100.0,0.0257,0.0486,0.1105,0.2933,0.6905,1.4219,2.0905,6.8200,18.1080,1017.6733
N4,4194304,2100.0,0.0248,0.0419,0.1067,0.3619,0.9200,1.7352,2.3476,3.8048,5.8819,178.9924
N30,4194304,2100.0,0.0248,0.0295,0.0305,0.1057,0.8657,2.3229,3.1343,5.6019,9.3324,2378.2010
