pause_count,run,QPS
0,1,178022.9
0,2,178403.3
0,3,177598.3
0,4,177173.6
0,5,177886.8
10,1,181282.6
10,2,180179.6
10,3,182485.4
10,4,180652.6
10,5,179184.8
30,1,181753.9
30,2,180653.7
30,3,177117.5
30,4,181432.4
30,5,179950.7
50,1,180341.9
50,2,179902.4
50,3,179380.7
50,4,177454.8
50,5,180409.6
70,1,180238.8
70,2,181617.6
70,3,181128.6
70,4,181033.8
70,5,181684.5
100,1,176190.7
100,2,173756.3
100,3,178254.8
100,4,178336.3
100,5,178081.7
