label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p50_us,r_p99_us,r_p999_us,w_avg_us,w_p50_us,w_p99_us,w_p999_us
master,master,30,0,1,719658.7,176.8,176.0,247.9,276.4,178.6,177.8,249.5,281.0
N0,0,30,0,1,939638.2,136.0,134.0,178.6,206.8,136.1,134.0,179.8,207.3
N4,4,30,120,1,958094.0,133.5,131.7,169.1,195.1,133.4,131.6,169.5,196.6
N30,30,30,900,1,1012780.4,126.4,125.3,152.8,185.4,126.1,125.0,152.8,185.7
