label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_p99_us,r_p999_us,cache_misses,LLC_load_misses,demand_rfo,cache_references,llc_miss_rate_pct
N6,6,30,180,3,1256467.0,125.5,146.5,N/A,N/A,N/A,N/A,N/A
N6,6,30,180,4,1256846.8,125.4,145.9,N/A,N/A,N/A,N/A,N/A
N6,6,30,180,5,1255446.9,125.5,146.7,N/A,N/A,N/A,N/A,N/A
N7,7,30,210,1,1273856.9,122.8,141.0,N/A,N/A,N/A,N/A,N/A
N7,7,30,210,2,1273426.0,122.7,141.6,N/A,N/A,N/A,N/A,N/A
N7,7,30,210,3,1273973.2,122.2,138.6,N/A,N/A,N/A,N/A,N/A
N7,7,30,210,4,1273584.7,122.7,140.5,N/A,N/A,N/A,N/A,N/A
N7,7,30,210,5,1274325.3,122.5,140.6,N/A,N/A,N/A,N/A,N/A
N8,8,30,240,1,1275327.7,123.0,141.5,N/A,N/A,N/A,N/A,N/A
N8,8,30,240,2,1274060.8,123.4,142.8,N/A,N/A,N/A,N/A,N/A
N8,8,30,240,3,1275012.4,123.2,142.9,N/A,N/A,N/A,N/A,N/A
N8,8,30,240,4,1276070.9,122.7,140.2,N/A,N/A,N/A,N/A,N/A
N8,8,30,240,5,1276212.6,122.9,141.1,N/A,N/A,N/A,N/A,N/A
N9,9,30,270,1,1292685.6,118.0,132.6,N/A,N/A,N/A,N/A,N/A
N9,9,30,270,2,1293692.2,117.6,131.1,N/A,N/A,N/A,N/A,N/A
N9,9,30,270,3,1294042.0,117.4,131.0,N/A,N/A,N/A,N/A,N/A
N9,9,30,270,4,1294468.2,117.6,133.7,N/A,N/A,N/A,N/A,N/A
N9,9,30,270,5,1293463.6,117.9,134.2,N/A,N/A,N/A,N/A,N/A
N10,10,30,300,1,1290294.8,119.9,133.1,N/A,N/A,N/A,N/A,N/A
N10,10,30,300,2,1289558.9,120.1,133.5,N/A,N/A,N/A,N/A,N/A
N10,10,30,300,3,1289334.0,120.4,135.9,N/A,N/A,N/A,N/A,N/A
N10,10,30,300,4,1289493.0,120.4,136.0,N/A,N/A,N/A,N/A,N/A
N10,10,30,300,5,1289554.0,120.3,134.6,N/A,N/A,N/A,N/A,N/A
N15,15,30,450,1,1302184.7,118.4,128.9,N/A,N/A,N/A,N/A,N/A
N15,15,30,450,2,1301924.7,118.6,128.9,N/A,N/A,N/A,N/A,N/A
N15,15,30,450,3,1303328.1,118.0,128.8,N/A,N/A,N/A,N/A,N/A
N15,15,30,450,4,1302523.2,118.5,128.9,N/A,N/A,N/A,N/A,N/A
N15,15,30,450,5,1302682.8,118.4,128.9,N/A,N/A,N/A,N/A,N/A
N20,20,30,600,1,1307800.3,125.7,139.6,N/A,N/A,N/A,N/A,N/A
N20,20,30,600,2,1307526.4,125.8,139.9,N/A,N/A,N/A,N/A,N/A
N20,20,30,600,3,1307915.9,125.8,140.0,N/A,N/A,N/A,N/A,N/A
N20,20,30,600,4,1308697.9,125.7,139.9,N/A,N/A,N/A,N/A,N/A
N20,20,30,600,5,1309641.9,125.6,139.8,N/A,N/A,N/A,N/A,N/A
N25,25,30,750,1,1312859.8,125.2,139.2,N/A,N/A,N/A,N/A,N/A
N25,25,30,750,2,1311580.7,125.3,139.3,N/A,N/A,N/A,N/A,N/A
N25,25,30,750,3,1311216.7,125.4,139.4,N/A,N/A,N/A,N/A,N/A
N25,25,30,750,4,1312001.2,125.3,139.4,N/A,N/A,N/A,N/A,N/A
N25,25,30,750,5,1312635.7,125.3,139.2,N/A,N/A,N/A,N/A,N/A
N30,30,30,900,1,1315405.4,124.3,138.3,N/A,N/A,N/A,N/A,N/A
N30,30,30,900,2,1315606.0,124.3,138.6,N/A,N/A,N/A,N/A,N/A
N30,30,30,900,3,1315463.1,124.2,138.1,N/A,N/A,N/A,N/A,N/A
N30,30,30,900,4,1315113.2,124.3,138.6,N/A,N/A,N/A,N/A,N/A
N30,30,30,900,5,1315131.4,124.3,138.5,N/A,N/A,N/A,N/A,N/A
N35,35,30,1050,1,1292578.8,127.5,143.1,N/A,N/A,N/A,N/A,N/A
N35,35,30,1050,2,1292719.9,127.5,142.4,N/A,N/A,N/A,N/A,N/A
N35,35,30,1050,3,1293007.4,127.5,142.8,N/A,N/A,N/A,N/A,N/A
N35,35,30,1050,4,1292849.0,127.5,142.8,N/A,N/A,N/A,N/A,N/A
N35,35,30,1050,5,1293391.3,127.5,142.8,N/A,N/A,N/A,N/A,N/A
N40,40,30,1200,1,1272573.0,132.6,153.0,N/A,N/A,N/A,N/A,N/A
N40,40,30,1200,2,1273040.5,132.4,152.9,N/A,N/A,N/A,N/A,N/A
N40,40,30,1200,3,1273416.1,132.2,152.6,N/A,N/A,N/A,N/A,N/A
N40,40,30,1200,4,1274177.2,132.2,152.9,N/A,N/A,N/A,N/A,N/A
N40,40,30,1200,5,1273087.2,132.6,153.2,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,1,1259560.2,136.9,155.8,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,2,1259836.8,136.8,155.6,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,3,1259767.6,136.8,155.7,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,4,1259025.8,136.9,155.7,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,5,1259038.8,136.9,155.7,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,1,1247491.4,139.4,161.6,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,2,1247805.8,139.3,161.0,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,3,1247129.2,139.3,161.3,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,4,1248206.1,139.3,161.3,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,5,1248152.5,139.3,161.4,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,1,1232619.1,141.5,167.0,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,2,1232480.4,141.5,167.3,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,3,1233154.6,141.5,167.0,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,4,1232441.4,141.5,167.2,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,5,1232636.8,141.5,167.1,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,1,1246737.6,139.7,161.8,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,2,1246198.6,141.1,167.4,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,3,1246533.9,141.1,167.1,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,4,1246725.7,141.2,167.3,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,5,1246124.9,141.1,167.1,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,1,1249716.9,141.6,168.8,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,2,1248343.8,141.7,169.0,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,3,1247548.4,141.7,169.2,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,4,1248191.6,141.6,168.7,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,5,1248271.8,141.7,168.9,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,1,1249709.3,142.8,170.7,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,2,1249988.0,142.7,170.6,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,3,1249604.7,142.9,170.9,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,4,1248974.1,142.9,170.5,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,5,1249746.4,142.9,170.8,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,1,1249159.8,144.9,173.0,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,2,1249286.1,144.8,172.7,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,3,1249520.3,144.9,173.7,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,4,1248883.2,144.9,172.3,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,5,1248412.3,145.2,174.0,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,1,1249208.6,146.9,177.0,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,2,1249161.8,146.9,176.8,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,3,1249654.6,146.7,177.1,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,4,1249814.0,146.9,176.9,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,5,1249676.1,146.8,176.7,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,1,1241950.6,149.5,181.2,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,2,1241701.4,149.3,181.1,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,3,1240118.0,149.6,181.1,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,4,1240637.5,149.6,181.4,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,5,1241153.1,149.7,181.6,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,1,1237043.7,151.2,184.4,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,2,1236390.3,151.2,184.1,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,3,1236056.1,151.3,184.4,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,4,1236399.9,151.3,183.9,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,5,1235981.6,151.2,183.3,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,1,1235345.2,152.6,186.7,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,2,1236279.1,152.4,186.1,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,3,1236024.2,152.5,186.5,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,4,1235941.0,152.4,186.5,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,5,1236057.6,152.4,186.9,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,1,1239468.5,152.9,187.2,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,2,1239639.3,153.1,188.2,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,3,1239840.4,153.0,188.1,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,4,1241030.5,152.8,187.4,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,5,1238839.0,153.0,187.5,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,1,1197767.3,170.2,226.0,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,2,1197256.6,170.2,226.4,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,3,1197682.4,170.1,224.8,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,4,1196691.0,170.2,224.9,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,5,1196743.3,170.2,225.5,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,1,1154813.9,185.9,262.2,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,2,1154656.6,185.9,262.4,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,3,1154440.5,186.2,264.1,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,4,1154828.7,185.9,262.2,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,5,1154457.0,186.0,261.8,N/A,N/A,N/A,N/A,N/A
