label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p50_us,r_p99_us,r_p999_us,w_avg_us,w_p50_us,w_p99_us,w_p999_us
master,master,30,0,1,911258.4,139.2,137.9,197.9,323.0,141.5,140.2,201.1,331.5
N0,0,30,0,1,1079672.4,117.8,116.1,163.6,307.0,119.2,117.4,165.7,309.3
