condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2400.0,0.0617,0.1275,0.1550,0.2492,0.4567,1.0350,1.5000,2.4650,3.9408,97.8342
N25,4194304,2400.0,0.0633,0.1075,0.1417,0.2417,0.5225,0.9167,1.2350,2.1633,3.5367,30.1917
N50,4194304,2400.0,0.0633,0.1025,0.1375,0.2800,0.5367,1.0117,1.3075,2.2733,3.7050,42.4275
N100,4194304,2400.0,0.0625,0.0833,0.1350,0.2983,0.5550,1.0333,1.5167,2.4625,4.0900,73.7450
N200,4194304,2400.0,0.0633,0.0750,0.1250,0.3050,0.5417,1.0742,1.7825,3.7842,4.9625,134.7967
