pause_count,run,QPS
0,1,181336.7
0,2,179066.4
0,3,181602.0
0,4,182354.0
0,5,181037.7
10,1,179348.1
10,2,177316.0
10,3,180134.2
10,4,179698.9
10,5,179679.7
30,1,181276.4
30,2,182663.7
30,3,182519.0
30,4,181959.1
30,5,182649.0
50,1,184874.5
50,2,183136.1
50,3,183022.8
50,4,181516.6
50,5,183365.6
70,1,181884.0
70,2,182193.9
70,3,181646.3
70,4,181501.9
70,5,182259.1
100,1,182917.4
100,2,180332.5
100,3,180069.6
100,4,180807.8
100,5,181843.0
