label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p50_us,r_p99_us,r_p999_us,w_avg_us,w_p50_us,w_p99_us,w_p999_us
master,master,30,0,1,1084108.8,117.1,115.5,173.5,203.0,118.8,117.1,177.0,204.7
N0,0,30,0,1,1106659.2,114.9,114.1,154.7,179.3,116.2,115.3,155.6,181.3
