condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2091.0,0.0268,0.0421,0.0880,0.1645,0.6370,1.4845,2.2171,5.4080,20.2259,540.4225
N4,4194304,2091.0,0.0268,0.0612,0.0995,0.2640,0.7748,1.6509,2.3568,4.0880,14.4137,666.3769
N30,4194304,2091.0,0.0249,0.0383,0.0708,0.1282,0.6428,1.3200,2.0851,3.7303,6.6170,695.3489
