condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2400.0,0.0242,0.0392,0.0867,0.2525,0.7892,1.7025,2.4767,5.0458,17.8153,1240.4975
N4,4194304,2400.0,0.0242,0.0400,0.0867,0.2625,0.7542,1.4883,2.0425,3.3442,5.2056,393.4917
N30,4194304,2400.0,0.0242,0.0275,0.0308,0.0883,0.7658,1.4942,2.7633,4.8208,7.7231,429.1883
