condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2100.4,0.0248,0.0476,0.1085,0.2885,0.6856,1.4302,2.1196,7.1328,18.5857,170.2944
N4,4194304,2100.4,0.0257,0.0428,0.1057,0.3542,0.9150,1.7406,2.3624,3.8478,6.0150,185.3275
N30,4194304,2100.4,0.0248,0.0295,0.0305,0.1047,0.8655,2.3195,3.1327,5.5608,9.2771,1012.8845
