pause_count,run,QPS
0,1,181932.8
0,2,181116.9
0,3,181170.6
0,4,181053.6
0,5,180219.6
10,1,183689.9
10,2,181658.3
10,3,182763.1
10,4,179541.0
10,5,183844.6
30,1,183700.5
30,2,181662.9
30,3,184478.8
30,4,182020.1
30,5,181390.8
50,1,183960.2
50,2,183016.2
50,3,182289.7
50,4,184275.6
50,5,183538.3
70,1,180561.0
70,2,180107.8
70,3,179160.2
70,4,178942.1
70,5,183111.1
100,1,181307.3
100,2,183445.1
100,3,180395.9
100,4,182495.4
100,5,181413.3
