label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p50_us,r_p99_us,r_p999_us,w_avg_us,w_p50_us,w_p99_us,w_p999_us
master,master,30,0,1,959430.8,132.2,130.6,190.9,221.9,134.5,133.0,195.2,224.4
N0,0,30,0,1,1115761.5,113.9,112.3,162.9,186.8,115.4,113.6,164.9,187.8
N4,4,30,120,1,1222403.6,103.9,103.7,128.2,153.6,105.3,105.1,128.7,154.7
N30,30,30,900,1,1318526.5,96.5,96.5,123.8,137.5,97.4,97.5,125.0,138.6
