label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_p99_us,r_p999_us,cache_misses,LLC_load_misses,demand_rfo,cache_references,llc_miss_rate_pct
N95,95,30,2850,5,1347946.8,136.3,176.9,1420067,102609,627096387,4298624657,0.0330
N100,100,30,3000,1,1338052.9,139.0,180.1,1183913,82565,642339358,4288428996,0.0276
N100,100,30,3000,2,1337791.8,138.0,181.0,1385703,102113,634895231,4301339000,0.0322
N100,100,30,3000,3,1337577.2,138.8,181.5,1278070,88865,642215055,4327878954,0.0295
N100,100,30,3000,4,1336991.7,139.3,181.1,1150749,78781,646313557,4334990104,0.0265
N100,100,30,3000,5,1338062.3,138.8,181.6,1260754,88674,640819986,4314071967,0.0292
N150,150,30,4500,1,1286019.2,153.8,216.9,1632294,180701,546254205,3753952376,0.0435
N150,150,30,4500,2,1287948.0,153.9,216.0,1641483,188081,548157977,3720032549,0.0441
N150,150,30,4500,3,1287340.9,153.6,216.4,1696908,186060,546170799,3741074931,0.0454
N150,150,30,4500,4,1286737.5,153.7,215.8,1633136,174292,546036468,3728713721,0.0438
N150,150,30,4500,5,1287860.3,153.0,214.2,1385058,118258,539952602,3724170872,0.0372
N200,200,30,6000,1,1235930.4,169.6,249.9,1338666,153262,484420503,3185684241,0.0420
N200,200,30,6000,2,1235346.1,169.6,250.6,1391585,163580,484623649,3241640272,0.0429
N200,200,30,6000,3,1235858.4,169.8,250.4,1387720,163771,488070025,3206970178,0.0433
N200,200,30,6000,4,1235565.6,170.1,250.8,759856,53325,488251628,3220812052,0.0236
N200,200,30,6000,5,1234271.9,169.2,250.7,814224,53476,480442002,3236472425,0.0252
