label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p50_us,r_p99_us,r_p999_us,w_avg_us,w_p50_us,w_p99_us,w_p999_us
master,master,30,0,1,962653.3,131.7,130.1,190.6,221.9,134.0,132.5,194.8,224.2
N0,0,30,0,1,1129344.8,112.5,111.3,155.9,182.0,114.0,112.6,158.2,183.8
N4,4,30,120,1,1233245.1,103.0,102.9,127.8,151.3,104.4,104.2,128.5,152.5
N30,30,30,900,1,1312506.3,97.0,97.0,124.5,138.1,97.9,98.0,125.6,139.2
