label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_p99_us,r_p999_us,cache_misses,LLC_load_misses,demand_rfo,cache_references,llc_miss_rate_pct
master,master,30,0,1,1056398.6,169.9,189.6,24099321,101167,186839301,1154408887,2.0876
master,master,30,0,2,1054837.7,170.2,191.1,25477016,108220,184069076,1126033526,2.2625
master,master,30,0,3,1055641.2,170.2,192.3,24212735,102599,186550215,1139211920,2.1254
N0,0,30,0,1,1289325.7,137.8,156.6,44659024,184138,262345590,1591397820,2.8063
N0,0,30,0,2,1290526.2,138.1,158.4,41222687,171779,263409815,1588071437,2.5958
N0,0,30,0,3,1293605.0,137.8,157.5,40745410,172544,264101667,1577268107,2.5833
N25,25,30,750,1,1311516.9,136.8,163.4,42106620,173294,229521317,1474112834,2.8564
N25,25,30,750,2,1312298.5,137.4,165.2,42267267,179888,229881598,1448307314,2.9184
N25,25,30,750,3,1310331.8,137.2,164.7,42486504,176670,230458390,1470720686,2.8888
N50,50,30,1500,1,1282607.9,139.6,175.3,40584689,167645,209976021,1316982778,3.0816
N50,50,30,1500,2,1285038.7,140.0,176.9,38998591,162046,211248801,1312880881,2.9705
N50,50,30,1500,3,1282430.8,139.7,176.7,41136114,174471,208719856,1285062445,3.2011
N100,100,30,3000,1,1249204.1,141.4,204.9,37050957,152964,196188396,1178031819,3.1452
N100,100,30,3000,2,1249598.6,142.0,204.9,36878862,151979,195228238,1164325678,3.1674
N100,100,30,3000,3,1249231.5,142.0,205.8,37441842,158934,195050810,1160270947,3.2270
N200,200,30,6000,1,1132537.0,158.7,282.0,29845997,124599,166931441,978890203,3.0490
N200,200,30,6000,2,1134174.7,158.3,280.1,28927072,117955,168201102,972516186,2.9745
N200,200,30,6000,3,1134506.2,159.1,280.7,28375185,116511,167664727,981829095,2.8900
