label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p50_us,r_p99_us,r_p999_us,w_avg_us,w_p50_us,w_p99_us,w_p999_us
master,master,30,0,1,952913.2,133.1,131.5,193.4,223.5,135.4,133.9,197.1,225.5
N0,0,30,0,1,1140070.2,111.5,110.4,154.7,178.9,112.9,111.7,155.7,181.1
N4,4,30,120,1,1229812.7,103.3,103.2,128.0,153.2,104.7,104.4,128.6,154.2
N30,30,30,900,1,1307526.4,97.4,97.4,125.0,138.9,98.3,98.4,126.0,139.8
