condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,1751.0,0.0297,0.0503,0.0914,0.1690,0.6670,1.5374,2.3323,5.7863,22.4272,681.2641
N4,4194304,1751.0,0.0297,0.0594,0.1119,0.2696,0.8338,1.7590,2.5105,4.3471,17.3292,313.5087
N10,4194304,1751.0,0.0320,0.0708,0.1188,0.2901,0.8955,1.8184,2.5608,4.2878,8.0227,525.0318
