condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,8388608,2400.0,0.0467,0.0900,0.1600,0.3333,0.6250,1.2517,2.1917,8.2067,12.7933,270.8550
N25,8388608,2400.0,0.0500,0.0883,0.1367,0.3283,0.6033,1.1783,2.1950,8.5017,14.4857,313.1800
N50,8388608,2400.0,0.0517,0.0900,0.1450,0.3533,0.6083,1.2467,2.2633,8.5400,13.6067,311.4383
N100,8388608,2400.0,0.0533,0.0917,0.1467,0.3550,0.6400,1.2417,2.2650,7.8850,12.5783,298.6850
N200,8388608,2400.0,0.0517,0.0867,0.1367,0.3717,0.6567,1.3433,2.3750,8.3517,12.9967,296.7967
