label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_p99_us,r_p999_us,cache_misses,LLC_load_misses,demand_rfo,cache_references,llc_miss_rate_pct
master,master,30,0,1,986418.4,207.9,247.6,81388,2223,657667608,3093267903,0.0026
master,master,30,0,2,986551.9,207.7,247.3,83372,2255,659856726,3102418859,0.0027
master,master,30,0,3,986923.9,207.9,247.8,172626,6397,657056192,3106478002,0.0056
master,master,30,0,4,987225.1,207.7,247.2,86034,2261,658339112,3104728021,0.0028
master,master,30,0,5,987342.7,207.7,247.6,121815,3703,660285142,3127470163,0.0039
master,master,30,0,6,987360.4,207.9,247.7,82332,2306,657443195,3105279187,0.0027
master,master,30,0,7,986876.7,207.8,247.5,77622,2122,658430996,3102525505,0.0025
master,master,30,0,8,986758.9,207.9,247.5,83624,2386,656836608,3113940682,0.0027
master,master,30,0,9,986552.5,207.9,247.8,76844,2028,657886944,3106221462,0.0025
master,master,30,0,10,986503.8,208.0,248.0,83990,2216,657753862,3078025675,0.0027
N0,0,30,0,1,1096308.1,183.8,215.9,68411,2387,1023847279,3203276377,0.0021
N0,0,30,0,2,1096723.5,183.7,215.5,91225,3387,1024915409,3199157514,0.0029
N0,0,30,0,3,1097144.3,183.4,215.2,81819,2917,1021782263,3194211554,0.0026
N0,0,30,0,4,1096814.4,183.7,215.8,80301,3180,1024163839,3216431795,0.0025
N0,0,30,0,5,1097161.3,183.7,215.9,79666,2981,1021493150,3206700289,0.0025
N0,0,30,0,6,1097443.0,183.5,215.1,92117,3293,1021241308,3195348406,0.0029
N0,0,30,0,7,1098834.7,183.4,215.8,102074,3763,1018569721,3179035075,0.0032
N0,0,30,0,8,1099445.2,183.5,215.5,107417,4186,1019496682,3200789962,0.0034
N0,0,30,0,9,1098511.7,183.7,216.2,98993,3899,1018247547,3177779885,0.0031
N0,0,30,0,10,1098418.9,183.7,215.8,110083,4400,1017046861,3184953552,0.0035
N1,1,30,30,1,981653.4,187.3,218.0,49414,1555,1150640057,2913583577,0.0017
N1,1,30,30,2,981697.7,187.0,216.5,51445,1752,1152031156,2913180232,0.0018
N1,1,30,30,3,981312.2,187.1,217.1,50875,1728,1151422335,2912723459,0.0017
N1,1,30,30,4,980984.1,187.2,217.7,46584,1577,1151293484,2909594353,0.0016
N1,1,30,30,5,980228.4,187.1,217.4,48079,1712,1151314064,2907655131,0.0017
N1,1,30,30,6,980682.9,187.2,217.2,51594,1777,1149395984,2901724139,0.0018
N1,1,30,30,7,981708.6,187.0,217.1,51852,1879,1147840960,2917642617,0.0018
N1,1,30,30,8,981800.1,187.3,217.5,54277,1981,1150002089,2899988493,0.0019
N1,1,30,30,9,981686.8,187.4,217.8,52754,1740,1151140951,2907492479,0.0018
N1,1,30,30,10,982070.7,187.1,217.4,58227,1923,1150235345,2914105686,0.0020
N2,2,30,60,1,1154696.3,140.2,168.3,182326,974,1148367822,3074068881,0.0059
N2,2,30,60,2,1154757.7,140.1,168.3,219559,1542,1148358207,3068296633,0.0072
N2,2,30,60,3,1155819.0,140.1,168.3,154301,1081,1148985700,3076566980,0.0050
N2,2,30,60,4,1154964.4,140.0,167.9,143545,1122,1149113951,3070853809,0.0047
N2,2,30,60,5,1154239.6,140.3,168.3,150177,1339,1147931547,3067725905,0.0049
N2,2,30,60,6,1154849.7,139.9,167.8,156903,1263,1150541911,3066394976,0.0051
N2,2,30,60,7,1155133.7,139.9,168.0,133410,1066,1150849100,3068723178,0.0043
N2,2,30,60,8,1154316.3,139.7,167.3,147974,1235,1152335293,3063754867,0.0048
N2,2,30,60,9,1154646.6,140.4,168.5,163921,995,1150325069,3068469581,0.0053
N2,2,30,60,10,1154460.3,140.0,168.0,215067,1428,1152730342,3066653695,0.0070
N3,3,30,90,1,1203857.2,130.3,159.0,81216,1989,1185900560,3187054531,0.0025
N3,3,30,90,2,1204520.5,130.7,159.3,102538,2441,1185860502,3180039601,0.0032
N3,3,30,90,3,1205591.5,131.5,160.7,108838,2372,1186282242,3195617926,0.0034
N3,3,30,90,4,1205727.5,131.7,160.8,110745,2542,1185142263,3186709777,0.0035
N3,3,30,90,5,1205383.8,130.3,159.5,113925,2917,1182702392,3183718781,0.0036
N3,3,30,90,6,1206447.1,129.4,158.3,108558,2775,1182652331,3183234656,0.0034
N3,3,30,90,7,1205452.3,130.2,159.1,108765,2306,1188008370,3198922749,0.0034
N3,3,30,90,8,1204161.4,131.0,159.9,105952,2269,1186583874,3184514081,0.0033
N3,3,30,90,9,1204938.6,129.7,159.0,112937,2578,1185065106,3176126716,0.0036
N3,3,30,90,10,1203821.1,131.9,161.3,115025,3184,1185846381,3193491186,0.0036
N4,4,30,120,1,1207437.0,128.8,157.5,97520,1920,1141675408,3126847824,0.0031
N4,4,30,120,2,1207693.9,128.9,158.1,96161,2474,1143246346,3123159157,0.0031
N4,4,30,120,3,1206414.7,129.0,160.0,118805,2492,1145014675,3131987543,0.0038
N4,4,30,120,4,1206642.5,128.8,156.4,113033,2572,1145857950,3132743478,0.0036
N4,4,30,120,5,1206685.5,128.9,157.4,101671,2102,1144262337,3133187677,0.0032
N4,4,30,120,6,1207365.4,129.0,158.7,108394,2613,1141728375,3128697409,0.0035
N4,4,30,120,7,1207171.1,128.9,157.6,132473,2586,1143308988,3134205450,0.0042
N4,4,30,120,8,1207403.1,128.9,157.8,139648,2755,1143059293,3135086908,0.0045
N4,4,30,120,9,1208341.6,127.9,141.5,134817,5608,1142053562,3129924771,0.0043
N4,4,30,120,10,1207078.4,128.8,156.8,104593,2347,1143738737,3127165310,0.0033
N5,5,30,150,1,1228711.0,128.0,154.1,78741,1964,1125806758,3126207324,0.0025
N5,5,30,150,2,1228510.6,128.2,155.1,111837,3164,1125652276,3139984906,0.0036
N5,5,30,150,3,1228929.7,128.2,154.8,109900,2985,1124920105,3128221559,0.0035
N5,5,30,150,4,1228651.3,128.2,155.2,123983,3054,1126727232,3119816299,0.0040
N5,5,30,150,5,1229051.7,128.1,154.4,104894,3443,1128058110,3129481491,0.0034
N5,5,30,150,6,1227307.0,128.3,154.9,118729,2857,1128700422,3130415220,0.0038
N5,5,30,150,7,1227751.1,128.2,154.8,101535,2834,1127885605,3131042304,0.0032
N5,5,30,150,8,1228686.0,128.1,154.4,95960,2591,1126455705,3128987108,0.0031
N5,5,30,150,9,1227333.4,128.1,153.9,156458,3712,1126108267,3134439384,0.0050
N5,5,30,150,10,1228558.3,128.3,155.3,112837,2725,1125454527,3133171138,0.0036
N6,6,30,180,1,1232456.1,127.8,153.1,102439,2959,1094816041,3101266841,0.0033
N6,6,30,180,2,1232441.9,128.0,154.2,111514,3145,1095224449,3096234615,0.0036
N6,6,30,180,3,1232817.0,128.0,154.3,113007,3324,1095846830,3091579559,0.0037
N6,6,30,180,4,1231784.0,128.1,154.9,94212,2576,1097286905,3103482568,0.0030
N6,6,30,180,5,1232874.7,127.9,154.4,103640,2586,1094103852,3094949310,0.0033
N6,6,30,180,6,1232908.2,128.0,154.5,114340,3231,1092566209,3092486123,0.0037
N6,6,30,180,7,1234082.0,127.6,152.8,99851,2737,1096870824,3092535034,0.0032
N6,6,30,180,8,1233215.8,127.7,153.3,103776,2875,1096097146,3092612155,0.0034
N6,6,30,180,9,1232659.6,127.9,153.6,105018,3146,1096420959,3092411683,0.0034
N6,6,30,180,10,1233346.0,127.8,153.4,123570,2734,1095593745,3091248806,0.0040
N7,7,30,210,1,1257925.5,125.5,149.8,90727,2913,1079784107,3111318183,0.0029
N7,7,30,210,2,1257066.5,125.6,150.1,111962,3505,1081846007,3107905649,0.0036
N7,7,30,210,3,1255555.7,125.7,149.9,99999,3413,1080332853,3106654457,0.0032
N7,7,30,210,4,1254754.9,126.2,152.0,111486,3695,1078666329,3096215309,0.0036
N7,7,30,210,5,1255237.3,126.3,152.3,123681,3285,1082320137,3108342903,0.0040
