condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2100.0,0.0257,0.0467,0.1067,0.2762,0.6495,1.3457,2.0067,7.1352,18.3905,141.6924
N4,4194304,2100.0,0.0257,0.0410,0.1086,0.3505,0.8905,1.6829,2.2848,3.7381,5.8762,752.3086
N30,4194304,2100.0,0.0248,0.0295,0.0305,0.1038,0.8676,2.3248,3.1410,5.5190,9.2162,200.1619
