label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p50_us,r_p99_us,r_p999_us,w_avg_us,w_p50_us,w_p99_us,w_p999_us
master,master,30,0,1,897728.9,141.3,139.9,202.8,332.5,143.6,142.4,204.9,337.3
N0,0,30,0,1,1109012.2,114.7,113.3,155.9,289.5,115.9,114.4,158.2,297.6
N4,4,30,120,1,1206413.8,105.4,104.6,138.3,249.6,106.6,105.8,139.5,254.6
N30,30,30,900,1,1405779.1,90.7,90.3,115.3,166.0,91.2,90.9,115.8,168.5
