condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2400.0,0.0483,0.1500,0.2033,0.2950,0.5483,1.2117,1.7717,2.9533,5.0845,230.3883
N25,4194304,2400.0,0.0583,0.1267,0.1650,0.2333,0.4250,1.0100,1.3900,2.2717,4.2183,226.4067
N50,4194304,2400.0,0.0633,0.1400,0.1733,0.2583,0.5100,1.0333,1.4533,2.4383,4.2933,235.4033
N100,4194304,2400.0,0.0517,0.1333,0.1617,0.2717,0.5650,1.0333,1.4267,2.4150,4.3700,268.8817
N200,4194304,2400.0,0.0500,0.1167,0.1450,0.3133,0.6167,1.1000,1.5600,2.5967,4.5267,231.1867
