pause_count,run,QPS
0,1,176592.8
0,2,177247.9
0,3,175487.1
0,4,167019.0
0,5,167290.1
10,1,178243.3
10,2,175399.5
10,3,181930.0
10,4,177545.9
10,5,172869.7
30,1,178781.4
30,2,179423.7
30,3,178306.0
30,4,175814.0
30,5,180619.4
50,1,179211.9
50,2,176899.4
50,3,178615.5
50,4,178733.6
50,5,177352.1
70,1,180313.9
70,2,180466.3
70,3,179439.5
70,4,179915.2
70,5,180574.3
100,1,177511.4
100,2,177919.9
100,3,177360.2
100,4,175048.5
100,5,178210.9
