condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2100.0,0.0257,0.0457,0.1086,0.2752,0.6581,1.3571,2.0286,7.4381,18.9287,88.7200
N4,4194304,2100.0,0.0257,0.0410,0.1105,0.3495,0.9010,1.7067,2.3171,3.7714,5.9171,56.4714
N30,4194304,2100.0,0.0248,0.0295,0.0305,0.1048,0.8657,2.3124,3.1343,5.5438,9.2724,1033.5476
