condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2100.0,0.0686,0.1610,0.1933,0.3029,0.5429,1.3181,1.8990,3.0762,4.7883,24.8457
N25,4194304,2100.0,0.0676,0.1267,0.1648,0.2752,0.5933,1.0657,1.4486,2.4819,3.9876,51.7895
N50,4194304,2100.0,0.0667,0.1162,0.1629,0.3171,0.6048,1.1390,1.4886,2.5943,4.1848,47.5619
N100,4194304,2100.0,0.0676,0.0905,0.1552,0.3257,0.6143,1.1448,1.6733,2.7152,4.4981,78.9257
N200,4194304,2100.0,0.0676,0.0781,0.1448,0.3324,0.6048,1.1810,1.9286,3.9924,5.5048,143.9248
