label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p99_us,w_avg_us,w_p99_us
master,master,30,0,1,960467.2,132.1,194.6,134.3,198.1
master,master,30,0,2,959871.7,132.1,194.9,134.4,198.4
master,master,30,0,3,959773.3,132.1,195.0,134.4,198.4
master,master,30,0,4,960269.7,132.1,191.6,134.3,195.8
master,master,30,0,5,959938.5,132.1,194.8,134.4,198.3
master,master,30,0,6,960287.3,132.1,194.6,134.3,198.2
master,master,30,0,7,959750.7,132.2,194.7,134.4,198.2
master,master,30,0,8,959016.1,132.2,195.1,134.5,198.5
master,master,30,0,9,959184.2,132.2,195.1,134.5,198.5
master,master,30,0,10,959388.2,132.2,195.0,134.5,198.4
master,master,30,0,11,959661.1,132.2,194.9,134.4,198.4
master,master,30,0,12,959755.3,132.1,195.0,134.4,198.4
master,master,30,0,13,959819.5,132.1,194.6,134.4,198.1
master,master,30,0,14,959557.2,132.2,194.8,134.4,198.3
master,master,30,0,15,959217.3,132.2,195.0,134.5,198.4
master,master,30,0,16,959432.4,132.2,195.0,134.4,198.4
master,master,30,0,17,959317.2,132.2,195.1,134.5,198.6
master,master,30,0,18,959354.9,132.2,195.0,134.5,198.5
master,master,30,0,19,959568.5,132.2,194.9,134.4,198.3
master,master,30,0,20,958613.6,132.3,195.2,134.6,198.6
N0,0,30,0,1,1138528.5,111.6,158.1,113.1,160.7
N0,0,30,0,2,1138883.3,111.6,158.2,113.0,160.8
N0,0,30,0,3,1139400.3,111.5,157.9,113.0,160.6
N0,0,30,0,4,1139287.4,111.5,158.3,113.0,160.8
N0,0,30,0,5,1138651.1,111.6,158.1,113.0,160.6
N0,0,30,0,6,1139477.8,111.5,157.9,113.0,160.5
N0,0,30,0,7,1138813.1,111.6,158.4,113.0,161.0
N0,0,30,0,8,1138803.5,111.6,158.4,113.0,161.0
N0,0,30,0,9,1139251.6,111.5,158.1,113.0,160.7
N0,0,30,0,10,1138758.6,111.6,158.3,113.0,160.7
N0,0,30,0,11,1139654.9,111.5,157.8,112.9,160.5
N0,0,30,0,12,1139016.3,111.6,158.3,113.0,160.8
N0,0,30,0,13,1139323.8,111.5,158.1,113.0,160.6
N0,0,30,0,14,1139673.0,111.5,158.1,112.9,160.7
N0,0,30,0,15,1139887.1,111.5,157.9,112.9,160.5
N0,0,30,0,16,1139708.4,111.5,157.8,112.9,160.5
N0,0,30,0,17,1139380.9,111.5,158.1,113.0,160.6
N0,0,30,0,18,1139750.7,111.5,156.5,112.9,159.4
N0,0,30,0,19,1139973.2,111.5,158.0,112.9,160.6
N0,0,30,0,20,1138944.3,111.6,158.3,113.0,160.9
N1,1,30,30,1,1081333.4,117.5,159.3,119.1,162.0
N1,1,30,30,2,1080763.3,117.5,159.6,119.2,162.3
N1,1,30,30,3,1081295.5,117.5,159.5,119.1,162.3
N1,1,30,30,4,1080421.3,117.6,160.3,119.2,162.9
N1,1,30,30,5,1079671.0,117.6,160.4,119.3,163.0
N1,1,30,30,6,1080302.0,117.6,160.0,119.2,162.6
N1,1,30,30,7,1080308.8,117.6,160.0,119.2,162.6
N1,1,30,30,8,1080735.8,117.5,160.0,119.2,162.6
N1,1,30,30,9,1080802.1,117.5,159.9,119.2,162.5
N1,1,30,30,10,1080868.1,117.5,159.9,119.1,162.6
N1,1,30,30,11,1080369.2,117.6,160.1,119.2,162.7
N1,1,30,30,12,1079278.5,117.7,160.3,119.3,162.9
N1,1,30,30,13,1078368.5,117.8,160.8,119.4,163.3
N1,1,30,30,14,1077495.9,117.9,160.9,119.5,163.4
N1,1,30,30,15,1079253.1,117.7,160.3,119.3,162.8
N1,1,30,30,16,1078609.3,117.8,160.5,119.4,163.1
N1,1,30,30,17,1079283.9,117.7,160.6,119.3,163.1
N1,1,30,30,18,1079151.7,117.7,160.7,119.3,163.2
N1,1,30,30,19,1078638.0,117.8,160.3,119.4,163.0
N1,1,30,30,20,1079766.9,117.6,160.3,119.3,162.9
N2,2,30,60,1,1180814.3,107.5,134.6,109.1,137.3
N2,2,30,60,2,1181746.4,107.5,134.1,109.0,136.8
N2,2,30,60,3,1182671.6,107.4,133.6,108.9,136.5
N2,2,30,60,4,1182256.4,107.4,133.6,108.9,136.5
N2,2,30,60,5,1182058.1,107.4,134.6,109.0,137.2
N2,2,30,60,6,1181688.7,107.5,134.4,109.0,137.0
N2,2,30,60,7,1180983.4,107.5,134.1,109.1,136.8
