label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_avg_us,r_p50_us,r_p99_us,r_p999_us,w_avg_us,w_p50_us,w_p99_us,w_p999_us
master,master,30,0,1,955812.0,132.7,131.1,192.8,223.1,135.0,133.5,196.7,225.2
N0,0,30,0,1,1123923.8,113.1,111.7,158.6,184.4,114.5,113.0,161.2,185.7
N4,4,30,120,1,1219055.6,104.2,104.0,128.3,153.4,105.6,105.4,128.8,154.4
N30,30,30,900,1,1305902.5,97.5,97.5,125.1,138.4,98.4,98.5,126.1,139.4
