condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,4194304,2200.0,0.0255,0.0327,0.0636,0.1309,0.3727,0.9927,1.6800,3.8582,18.5976,203.7855
N4,4194304,2200.0,0.0255,0.0345,0.0818,0.1473,0.5491,1.2491,1.8691,3.5091,15.7625,434.3745
N30,4194304,2200.0,0.0255,0.0309,0.0436,0.1127,0.4109,1.0164,1.6273,3.0818,6.0309,316.5745
