label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_p99_us,r_p999_us,cache_misses,LLC_load_misses,demand_rfo,cache_references,llc_miss_rate_pct
master,master,30,0,1,1103695.3,188.3,224.1,440487,18114,311675261,2271631281,0.0194
master,master,30,0,2,1106884.9,187.7,222.6,463399,19252,311625248,2269213241,0.0204
master,master,30,0,3,1108261.2,187.7,222.9,436394,18825,313445280,2263906089,0.0193
N0,0,30,0,1,1002250.0,191.0,225.0,130493,6077,601216026,2755264413,0.0047
N0,0,30,0,2,1001189.6,189.8,224.6,183260,9824,598948297,2750101837,0.0067
N0,0,30,0,3,1003019.1,195.3,227.3,193002,9830,590758809,2709417829,0.0071
N25,25,30,750,1,1454245.0,114.3,138.1,864498,64866,477440364,3089552452,0.0280
N25,25,30,750,2,1454617.5,114.0,136.9,900041,66490,475692105,3120445117,0.0288
N25,25,30,750,3,1455283.5,114.1,137.7,904351,67945,477369931,3086992299,0.0293
N50,50,30,1500,1,1371800.3,126.8,153.2,697595,50925,390794445,2597081830,0.0269
N50,50,30,1500,2,1371656.0,126.6,153.4,758241,55399,389445307,2587890799,0.0293
N50,50,30,1500,3,1372187.1,126.9,152.6,692031,49924,393508133,2565510592,0.0270
N100,100,30,3000,1,1325844.0,140.3,186.0,616181,41370,307172343,2098514716,0.0294
N100,100,30,3000,2,1326645.1,139.9,185.0,650338,45289,307797354,2115939865,0.0307
N100,100,30,3000,3,1328456.7,139.7,184.1,662820,46373,304991071,2098787570,0.0316
N200,200,30,6000,1,1232211.5,169.2,252.5,472035,29782,233692682,1591316906,0.0297
N200,200,30,6000,2,1233816.6,169.8,255.0,445826,27818,236923047,1582604997,0.0282
N200,200,30,6000,3,1232816.2,169.7,253.1,461946,29272,238301879,1598422085,0.0289
