label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_p99_us,r_p999_us,cache_misses,LLC_load_misses,demand_rfo,cache_references,llc_miss_rate_pct
N40,40,30,1200,2,1270205.9,133.1,153.5,N/A,N/A,N/A,N/A,N/A
N40,40,30,1200,3,1270396.7,132.9,153.2,N/A,N/A,N/A,N/A,N/A
N40,40,30,1200,4,1269854.0,133.0,153.3,N/A,N/A,N/A,N/A,N/A
N40,40,30,1200,5,1269896.6,133.0,153.4,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,1,1263172.1,136.4,155.4,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,2,1263043.4,136.5,155.6,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,3,1264446.5,136.2,155.5,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,4,1263723.1,136.4,155.5,N/A,N/A,N/A,N/A,N/A
N45,45,30,1350,5,1263277.5,136.4,155.5,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,1,1242978.6,139.8,162.2,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,2,1242755.4,139.8,161.9,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,3,1242556.5,139.7,161.9,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,4,1242682.2,139.8,162.1,N/A,N/A,N/A,N/A,N/A
N50,50,30,1500,5,1243022.8,139.7,162.1,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,1,1246193.0,140.4,164.5,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,2,1245089.3,140.6,164.8,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,3,1245497.8,140.5,164.9,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,4,1245000.8,140.6,164.9,N/A,N/A,N/A,N/A,N/A
N55,55,30,1650,5,1245139.3,140.7,165.3,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,1,1241234.7,141.4,167.7,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,2,1241835.2,141.4,167.5,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,3,1243672.9,141.4,167.5,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,4,1242486.5,141.3,167.3,N/A,N/A,N/A,N/A,N/A
N60,60,30,1800,5,1243064.2,141.4,167.6,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,1,1243663.3,141.9,169.1,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,2,1243965.1,141.9,169.4,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,3,1244187.1,141.9,169.4,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,4,1245483.6,141.9,169.3,N/A,N/A,N/A,N/A,N/A
N65,65,30,1950,5,1245070.3,141.9,169.4,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,1,1253806.1,142.0,170.1,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,2,1253644.8,142.2,170.5,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,3,1253192.5,142.0,170.3,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,4,1252989.4,142.1,170.2,N/A,N/A,N/A,N/A,N/A
N70,70,30,2100,5,1255144.1,141.9,170.1,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,1,1249841.4,144.5,172.2,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,2,1249442.7,144.7,172.8,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,3,1249883.3,144.8,173.8,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,4,1251112.2,144.6,173.4,N/A,N/A,N/A,N/A,N/A
N75,75,30,2250,5,1251039.2,144.4,172.2,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,1,1246460.3,147.2,177.5,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,2,1245529.9,147.3,177.0,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,3,1245711.3,147.3,177.5,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,4,1244893.0,147.4,177.4,N/A,N/A,N/A,N/A,N/A
N80,80,30,2400,5,1244282.3,147.8,178.8,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,1,1239447.6,146.5,178.7,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,2,1239818.7,149.9,181.5,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,3,1239497.0,150.0,181.7,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,4,1239385.1,150.0,182.0,N/A,N/A,N/A,N/A,N/A
N85,85,30,2550,5,1239641.5,150.0,182.1,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,1,1239723.6,151.0,183.7,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,2,1238927.8,151.0,183.9,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,3,1239244.9,151.1,184.1,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,4,1238844.9,151.0,183.3,N/A,N/A,N/A,N/A,N/A
N90,90,30,2700,5,1239966.8,150.9,183.5,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,1,1237958.9,152.3,186.5,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,2,1236836.6,152.4,186.7,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,3,1235737.0,152.5,186.4,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,4,1235839.6,152.6,186.5,N/A,N/A,N/A,N/A,N/A
N95,95,30,2850,5,1235866.1,152.3,185.9,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,1,1233710.6,153.6,188.1,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,2,1233778.9,153.6,188.5,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,3,1233703.3,153.6,188.5,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,4,1233880.7,153.5,188.3,N/A,N/A,N/A,N/A,N/A
N100,100,30,3000,5,1234496.0,153.5,188.7,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,1,1198742.0,169.8,223.1,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,2,1197718.0,170.1,224.6,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,3,1197997.6,170.0,224.1,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,4,1197841.3,170.1,225.4,N/A,N/A,N/A,N/A,N/A
N150,150,30,4500,5,1197567.6,170.2,226.6,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,1,1160515.3,185.3,261.5,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,2,1161370.8,185.3,261.8,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,3,1160683.8,185.5,264.6,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,4,1160944.4,185.3,261.8,N/A,N/A,N/A,N/A,N/A
N200,200,30,6000,5,1161562.6,185.1,260.4,N/A,N/A,N/A,N/A,N/A
