label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_p99_us,r_p999_us,cache_misses,LLC_load_misses,demand_rfo,cache_references,llc_miss_rate_pct
N3,3,30,90,2,1041983.7,172.8,224.9,3608861,258081,1927464781,7418971769,0.0486
N3,3,30,90,3,1040962.6,173.4,226.8,2862647,152928,1921797096,7449096447,0.0384
N3,3,30,90,4,1040338.7,172.0,224.8,2952110,151477,1915460170,7452473191,0.0396
N3,3,30,90,5,1042555.4,172.2,224.7,2842494,150253,1924959352,7444233303,0.0382
N3,3,30,90,6,1042743.1,172.5,225.3,2992397,160469,1924192038,7426638473,0.0403
N3,3,30,90,7,1040257.0,172.8,227.3,2825915,148269,1923091103,7456349627,0.0379
N3,3,30,90,8,1040644.5,173.4,225.3,2828857,151672,1930469046,7440382326,0.0380
N3,3,30,90,9,1043383.5,171.8,224.1,2963257,158793,1938050500,7400413620,0.0400
N3,3,30,90,10,1042046.1,172.6,224.2,3068737,153763,1918681274,7428827883,0.0413
N4,4,30,120,1,1071100.0,169.4,222.1,3451518,166437,1877863958,7372080862,0.0468
N4,4,30,120,2,1071467.1,169.0,222.3,3335410,169606,1878451754,7374315078,0.0452
N4,4,30,120,3,1071211.9,168.8,220.9,3483195,170225,1875960768,7391554443,0.0471
N4,4,30,120,4,1071723.8,169.2,222.2,4144977,327705,1883850822,7342699288,0.0565
N4,4,30,120,5,1071973.9,168.7,221.5,4197313,328473,1886599709,7332097816,0.0572
N4,4,30,120,6,1071804.0,169.0,223.0,3646995,176256,1881843333,7331313282,0.0497
N4,4,30,120,7,1073623.7,167.7,220.0,3950214,187447,1879686986,7311568090,0.0540
N4,4,30,120,8,1071564.1,168.4,221.9,3591866,174420,1889435277,7361020672,0.0488
N4,4,30,120,9,1072438.0,168.9,221.8,4241946,324491,1885506320,7357278737,0.0577
N4,4,30,120,10,1070683.4,168.6,221.4,3766148,221051,1877637213,7414307759,0.0508
N5,5,30,150,1,1102801.2,164.6,219.7,4114604,199140,1871519661,7326725761,0.0562
N5,5,30,150,2,1102771.9,165.1,219.3,4261852,200990,1876652048,7307168351,0.0583
N5,5,30,150,3,1102121.1,165.9,221.9,4050444,225784,1874288021,7309307604,0.0554
N5,5,30,150,4,1101912.2,165.6,218.8,4187995,212611,1862970664,7320015257,0.0572
N5,5,30,150,5,1102895.9,165.5,219.6,3987379,198322,1874104517,7265059237,0.0549
N5,5,30,150,6,1101838.7,164.8,218.3,4195103,198558,1872536960,7321393636,0.0573
N5,5,30,150,7,1102580.6,165.2,221.0,4096606,193820,1864086114,7296403384,0.0561
N5,5,30,150,8,1102740.6,165.2,220.2,4122221,193121,1868484846,7334385870,0.0562
N5,5,30,150,9,1103714.5,164.9,220.3,4186741,196620,1884534838,7302288949,0.0573
N5,5,30,150,10,1103373.9,165.4,219.5,4028288,190877,1876730746,7317367155,0.0551
N6,6,30,180,1,1070454.6,169.3,224.8,3667151,233653,1771606969,6959774350,0.0527
N6,6,30,180,2,1070721.6,169.0,224.4,3563458,183046,1776015834,6986773840,0.0510
N6,6,30,180,3,1069592.5,169.0,223.6,3409903,176700,1770633381,6986044331,0.0488
N6,6,30,180,4,1070366.4,169.1,223.9,3740297,179551,1770779656,6948428853,0.0538
N6,6,30,180,5,1070030.7,169.2,223.7,3592135,176544,1772662613,6965770363,0.0516
N6,6,30,180,6,1069788.7,169.5,224.1,3415434,171957,1783531969,6985983013,0.0489
N6,6,30,180,7,1072439.1,168.2,220.9,3737204,188379,1783859962,6922850707,0.0540
N6,6,30,180,8,1070423.3,169.1,222.4,3834584,184868,1776668348,6957502919,0.0551
N6,6,30,180,9,1071639.0,169.3,224.9,3358445,174726,1781509901,6936296203,0.0484
N6,6,30,180,10,1071944.5,168.0,221.4,3895794,187194,1768423442,6898480783,0.0565
N7,7,30,210,1,1052859.0,171.8,225.5,3117070,163823,1724701076,6779391919,0.0460
N7,7,30,210,2,1053576.3,171.7,226.9,3149733,160556,1724632757,6758903787,0.0466
N7,7,30,210,3,1053009.4,171.8,225.0,3125886,164135,1709369555,6805264712,0.0459
N7,7,30,210,4,1052855.0,172.5,227.5,3265311,164583,1721483114,6809436017,0.0480
N7,7,30,210,5,1054657.7,171.3,227.2,3259108,164319,1729898936,6752405759,0.0483
N7,7,30,210,6,1053842.5,171.4,225.9,3386788,166283,1735276794,6782205464,0.0499
N7,7,30,210,7,1054473.7,171.6,226.0,3243831,163720,1724578853,6750607725,0.0481
N7,7,30,210,8,1053156.0,171.4,225.1,3176307,159379,1712292391,6793700269,0.0468
N7,7,30,210,9,1054913.8,170.9,223.7,3389620,170453,1725290808,6746255231,0.0502
N7,7,30,210,10,1054318.7,171.5,224.9,3106745,158850,1719832279,6754326089,0.0460
N8,8,30,240,1,1080364.3,169.1,224.6,3681746,173181,1728259325,6771857052,0.0544
N8,8,30,240,2,1079936.9,169.5,224.6,4045527,290426,1724412958,6825796819,0.0593
N8,8,30,240,3,1080841.0,169.1,224.2,4285283,315096,1736878376,6790252750,0.0631
N8,8,30,240,4,1079721.4,169.6,226.1,3420410,165744,1741736311,6811210491,0.0502
N8,8,30,240,5,1080984.3,169.1,224.6,3501215,165784,1738305449,6807488446,0.0514
N8,8,30,240,6,1080822.5,168.7,222.2,3703280,204860,1730404297,6813192623,0.0544
N8,8,30,240,7,1081373.2,169.3,225.4,3933047,266428,1729754526,6801471327,0.0578
N8,8,30,240,8,1082972.2,168.4,222.5,3564424,170026,1731886341,6757456497,0.0527
N8,8,30,240,9,1080431.1,169.2,223.4,4041429,296077,1739708526,6820020686,0.0593
N8,8,30,240,10,1080527.7,169.7,226.4,4153366,309547,1727980916,6780351329,0.0613
N9,9,30,270,1,1110570.7,165.0,221.0,3973830,183037,1760203975,6845081236,0.0581
N9,9,30,270,2,1110173.3,165.6,220.0,3946980,180575,1745276057,6864468942,0.0575
N9,9,30,270,3,1108936.4,165.5,219.6,4032992,178628,1747073799,6882206562,0.0586
N9,9,30,270,4,1109579.9,165.6,221.9,4089926,178343,1750229617,6887684037,0.0594
N9,9,30,270,5,1110276.7,165.4,220.3,4669365,324726,1747208190,6840441246,0.0683
N9,9,30,270,6,1109831.6,165.8,221.6,4594317,327854,1755025830,6870809088,0.0669
N9,9,30,270,7,1108729.1,165.2,221.0,4877793,330628,1742326465,6851409733,0.0712
N9,9,30,270,8,1109296.1,166.0,221.8,4543908,303881,1747943316,6874514227,0.0661
N9,9,30,270,9,1109880.1,166.0,222.1,4003782,178418,1747469703,6857569674,0.0584
N9,9,30,270,10,1111041.9,164.9,219.4,3917122,176600,1744999256,6862361191,0.0571
N10,10,30,300,1,1111796.2,165.2,221.4,4044002,180981,1727589942,6798435710,0.0595
N10,10,30,300,2,1113720.5,164.8,223.1,3939703,181769,1725363018,6793221394,0.0580
N10,10,30,300,3,1113580.1,165.0,221.7,4003925,182864,1711693270,6784216489,0.0590
N10,10,30,300,4,1110158.4,165.6,223.0,3899098,182339,1712744506,6834007612,0.0571
N10,10,30,300,5,1111732.8,165.0,223.0,4716762,325413,1697095240,6792912619,0.0694
N10,10,30,300,6,1112911.0,164.2,219.9,4846668,329752,1711289294,6749260845,0.0718
N10,10,30,300,7,1111670.4,165.1,221.7,3978268,177905,1706079015,6801044204,0.0585
N10,10,30,300,8,1113810.7,165.1,222.6,3897579,182304,1724943896,6774877402,0.0575
N10,10,30,300,9,1112920.5,164.9,220.6,3936285,178894,1720180015,6784164834,0.0580
N10,10,30,300,10,1112690.1,165.0,221.9,3767449,180668,1717853591,6788908156,0.0555
N11,11,30,330,1,1114880.8,164.0,220.0,3992142,190113,1716772861,6837239047,0.0584
N11,11,30,330,2,1116265.6,163.6,221.1,4046296,189433,1720714087,6827774506,0.0593
N11,11,30,330,3,1114736.4,163.8,221.5,3995405,188761,1715730283,6827995130,0.0585
N11,11,30,330,4,1115257.6,163.9,222.1,4095171,189130,1708042870,6810193208,0.0601
N11,11,30,330,5,1115361.8,163.9,223.3,4609086,311759,1720866228,6812045777,0.0677
N11,11,30,330,6,1114190.2,164.4,223.4,4778771,332609,1711661885,6849097966,0.0698
N11,11,30,330,7,1114514.1,163.7,219.6,4904525,333667,1710787354,6792895608,0.0722
N11,11,30,330,8,1116064.6,163.3,219.9,4886156,332528,1716056681,6838496953,0.0715
N11,11,30,330,9,1115461.4,163.9,221.6,4651180,333407,1734475927,6851465360,0.0679
N11,11,30,330,10,1115892.1,164.0,221.7,4705087,331738,1719025237,6831778211,0.0689
N12,12,30,360,1,1089620.3,167.4,225.7,4213197,328742,1648690157,6657668254,0.0633
N12,12,30,360,2,1089527.4,167.0,223.8,4152474,327248,1651061541,6671371569,0.0622
N12,12,30,360,3,1089495.5,167.0,225.1,4353893,333237,1642292199,6649908900,0.0655
N12,12,30,360,4,1089152.2,166.6,223.6,4359665,330002,1631610853,6657422428,0.0655
N12,12,30,360,5,1090264.5,167.2,225.6,4089044,325818,1654780980,6656580189,0.0614
N12,12,30,360,6,1090604.8,167.1,225.8,4184301,331791,1655622826,6622996985,0.0632
N12,12,30,360,7,1091100.3,166.9,224.2,4241582,329919,1657474308,6611389928,0.0642
N12,12,30,360,8,1091408.6,167.1,225.3,4238252,329292,1662359512,6631114292,0.0639
N12,12,30,360,9,1092238.6,166.3,222.5,4185572,283060,1661647661,6560698318,0.0638
N12,12,30,360,10,1091075.1,166.8,225.7,4214488,323522,1657810707,6637570308,0.0635
N13,13,30,390,1,1066410.5,170.4,227.3,3827027,304173,1575541540,6428648367,0.0595
N13,13,30,390,2,1065638.6,170.1,226.8,3915497,319704,1572959949,6478145333,0.0604
N13,13,30,390,3,1065808.7,170.3,228.3,3207638,155102,1580467367,6443074867,0.0498
N13,13,30,390,4,1066567.7,169.9,225.9,3866658,304646,1563243030,6437308115,0.0601
N13,13,30,390,5,1066892.6,170.4,227.8,3911631,308895,1568314248,6421333398,0.0609
N13,13,30,390,6,1066731.5,170.1,226.4,4009171,312491,1576716035,6397547521,0.0627
N13,13,30,390,7,1067263.2,170.3,226.7,3758040,309748,1583168313,6436259297,0.0584
N13,13,30,390,8,1066169.8,170.1,226.5,4014530,318735,1576853809,6484850164,0.0619
N13,13,30,390,9,1067035.2,170.4,227.8,3913798,302325,1579072331,6446200177,0.0607
N13,13,30,390,10,1066822.7,170.4,228.3,3949383,311441,1580745164,6419268297,0.0615
N14,14,30,420,1,1067019.2,168.6,226.3,4353508,330401,1499388136,6155539711,0.0707
N14,14,30,420,2,1066234.5,169.9,227.8,3973532,313923,1513866178,6220670943,0.0639
N14,14,30,420,3,1066425.7,170.1,227.2,3936463,316405,1528020914,6242140144,0.0631
N14,14,30,420,4,1067580.7,168.1,224.7,4302372,320203,1514588972,6126547753,0.0702
N14,14,30,420,5,1066319.2,169.9,228.0,4209339,319583,1516616749,6196865064,0.0679
N14,14,30,420,6,1066153.8,170.1,226.4,3886005,313831,1509037085,6237984777,0.0623
N14,14,30,420,7,1066342.1,169.9,227.4,4076340,317851,1510227511,6205419985,0.0657
N14,14,30,420,8,1066626.5,169.7,227.1,3993761,314583,1511821461,6207389873,0.0643
N14,14,30,420,9,1065999.5,169.9,227.6,4008937,315675,1511239049,6225159925,0.0644
N14,14,30,420,10,1065985.2,170.2,227.8,4118669,320007,1506089050,6230574345,0.0661
N15,15,30,450,1,1065925.6,168.4,227.0,3943666,303667,1484375752,6093390136,0.0647
N15,15,30,450,2,1064476.0,168.7,228.0,3926077,302722,1473263742,6125360640,0.0641
N15,15,30,450,3,1064497.2,168.9,227.8,3722857,279477,1482270329,6119419536,0.0608
N15,15,30,450,4,1065694.0,168.4,226.5,3078616,154107,1475099400,6106895271,0.0504
N15,15,30,450,5,1066393.3,168.1,226.1,3113737,158797,1482323566,6080043571,0.0512
N15,15,30,450,6,1066944.6,166.6,223.9,3357717,161340,1477905127,5976249481,0.0562
N15,15,30,450,7,1065813.7,168.5,226.4,3226075,179671,1478119980,6129224451,0.0526
N15,15,30,450,8,1066116.8,168.5,225.8,3070447,155835,1494973708,6118656982,0.0502
N15,15,30,450,9,1065348.8,168.5,227.9,3835924,291895,1486653151,6120868951,0.0627
N15,15,30,450,10,1065360.1,168.7,227.9,3917752,300046,1479536033,6139338181,0.0638
N16,16,30,480,1,1060399.2,168.1,226.6,3445419,162010,1463981730,5917657866,0.0582
N16,16,30,480,2,1058632.5,169.3,227.8,3203219,155906,1442500688,6002872591,0.0534
N16,16,30,480,3,1059184.7,167.9,226.7,3531494,161408,1462086272,5901225608,0.0598
N16,16,30,480,4,1059763.6,169.3,228.5,3899483,308399,1450972173,5951115222,0.0655
N16,16,30,480,5,1059006.3,169.3,230.2,3437152,180748,1467978654,5971676796,0.0576
N16,16,30,480,6,1059488.5,169.1,229.4,3354643,156225,1481979796,5957314784,0.0563
N16,16,30,480,7,1059180.6,169.3,227.7,3901879,298519,1466392141,5972956431,0.0653
N16,16,30,480,8,1059345.5,169.0,227.5,3292367,163492,1478307372,5994307893,0.0549
N16,16,30,480,9,1060740.2,168.7,226.8,3221035,159213,1468351909,5946835291,0.0542
N16,16,30,480,10,1060018.1,169.0,227.2,3296798,157791,1465228151,5972708986,0.0552
N17,17,30,510,1,1054203.6,170.2,231.4,3299535,151426,1420973107,5778712600,0.0571
N17,17,30,510,2,1052787.4,170.0,230.2,4123493,301405,1432374245,5828833681,0.0707
N17,17,30,510,3,1052959.0,170.3,230.7,3930178,289698,1442142758,5814355510,0.0676
N17,17,30,510,4,1053373.4,170.1,230.0,4084465,295119,1451657924,5810779064,0.0703
N17,17,30,510,5,1052942.8,170.4,231.8,3853637,290658,1432313992,5801469252,0.0664
N17,17,30,510,6,1054073.9,170.3,231.5,3991470,294967,1440545195,5813164981,0.0687
N17,17,30,510,7,1054207.9,170.3,232.3,3863680,292110,1447849016,5759788908,0.0671
N17,17,30,510,8,1054758.9,170.2,231.9,3945836,290572,1432299352,5773116239,0.0683
N17,17,30,510,9,1054183.6,170.1,231.5,4275737,292351,1417219465,5774095670,0.0741
N17,17,30,510,10,1053256.6,170.4,229.9,3910536,285107,1424642691,5807145142,0.0673
N18,18,30,540,1,1053190.6,170.3,233.8,3987599,300148,1389663115,5691373611,0.0701
N18,18,30,540,2,1054186.6,170.5,235.7,3966792,293686,1387616374,5696514996,0.0696
N18,18,30,540,3,1053629.4,170.4,233.1,4053781,293367,1380709753,5657766914,0.0716
N18,18,30,540,4,1053416.1,170.5,235.5,4004882,293623,1391172429,5675305740,0.0706
N18,18,30,540,5,1054401.0,170.4,232.9,3928107,292893,1392297112,5671272130,0.0693
N18,18,30,540,6,1052904.3,170.4,234.3,4001598,298975,1396758694,5697436718,0.0702
N18,18,30,540,7,1053453.3,170.8,233.7,3741245,291475,1400822492,5710936053,0.0655
N18,18,30,540,8,1054544.1,170.4,234.1,3739652,269616,1389158373,5701703997,0.0656
N18,18,30,540,9,1053173.5,170.7,233.2,3145445,147127,1395127082,5704606168,0.0551
N18,18,30,540,10,1053220.2,170.5,234.2,3242150,152689,1395797799,5707135940,0.0568
N20,20,30,600,1,1047500.2,171.5,236.9,3138137,150721,1339127268,5502636893,0.0570
N20,20,30,600,2,1048187.0,171.1,238.9,3273948,159415,1374518842,5461050204,0.0600
N20,20,30,600,3,1048130.8,171.7,241.1,3118240,148819,1359276622,5457371463,0.0571
N20,20,30,600,4,1047127.2,171.8,241.4,3197259,151633,1347458769,5496351928,0.0582
N20,20,30,600,5,1048139.9,171.5,238.5,3216999,156471,1369504250,5491183633,0.0586
N20,20,30,600,6,1048567.7,171.6,238.6,3921620,284412,1351314399,5497823362,0.0713
N20,20,30,600,7,1048225.2,171.5,237.3,3084326,148918,1346357042,5492688615,0.0562
N20,20,30,600,8,1047981.4,171.3,236.6,3172663,150621,1353627085,5473184824,0.0580
N20,20,30,600,9,1047475.9,171.8,238.5,3107241,150818,1342070628,5480613588,0.0567
N20,20,30,600,10,1047618.6,171.6,238.3,3982951,287235,1342630575,5498034296,0.0724
N22,22,30,660,1,1055804.5,171.2,242.0,3861657,278927,1333678096,5331595903,0.0724
N22,22,30,660,2,1055766.0,171.1,239.4,3944331,287586,1328539273,5339884948,0.0739
N22,22,30,660,3,1055546.6,170.8,239.3,3456050,183083,1332210038,5358061967,0.0645
N22,22,30,660,4,1056245.7,169.4,236.3,4144228,303617,1333849126,5271837971,0.0786
N22,22,30,660,5,1054836.1,171.3,238.7,3745581,279067,1346697455,5379540866,0.0696
N22,22,30,660,6,1055761.1,171.2,240.2,3970408,286906,1345965819,5341156430,0.0743
N22,22,30,660,7,1055921.7,171.3,240.7,3884771,268893,1342932547,5389275903,0.0721
N22,22,30,660,8,1055206.9,171.4,241.2,4017412,284854,1333019587,5392581088,0.0745
N22,22,30,660,9,1054925.8,171.3,243.7,4036188,291925,1337214876,5369811334,0.0752
N22,22,30,660,10,1055939.4,171.2,239.1,3788023,276994,1349844160,5341647132,0.0709
N24,24,30,720,1,1047720.3,173.0,243.0,3724448,276674,1337223252,5275389007,0.0706
N24,24,30,720,2,1047064.8,173.5,244.1,3871400,289586,1333717111,5298257795,0.0731
N24,24,30,720,3,1047672.7,172.6,244.4,3785118,278814,1330314587,5291724349,0.0715
N24,24,30,720,4,1047704.3,172.6,244.7,3694125,271564,1334186071,5311554877,0.0695
N24,24,30,720,5,1046709.0,173.2,244.0,3753603,281273,1324438048,5295152907,0.0709
N24,24,30,720,6,1047882.4,173.0,243.4,3601875,261046,1326014235,5295071019,0.0680
N24,24,30,720,7,1048106.1,173.5,243.1,3072544,148798,1333777815,5261064959,0.0584
N24,24,30,720,8,1047413.7,172.9,244.5,3776426,282610,1339376930,5239692590,0.0721
N24,24,30,720,9,1045513.6,174.5,245.4,3546279,271367,1319331806,5288398637,0.0671
N24,24,30,720,10,1047758.3,172.8,242.3,3733156,286003,1332554686,5288222807,0.0706
N26,26,30,780,1,1048493.1,173.6,245.7,3958184,286205,1311215722,5161412731,0.0767
N26,26,30,780,2,1045660.0,175.8,246.6,3894890,269296,1297625656,5240208693,0.0743
N26,26,30,780,3,1046594.7,175.5,248.5,3179699,143101,1324326325,5247504695,0.0606
N26,26,30,780,4,1045886.8,175.0,246.2,3219181,146641,1292725069,5262030421,0.0612
N26,26,30,780,5,1046885.7,175.1,247.1,3165181,142299,1297649171,5228871322,0.0605
N26,26,30,780,6,1046715.5,174.8,247.4,3091364,152600,1314694266,5254484810,0.0588
N26,26,30,780,7,1046142.2,175.3,248.4,3219769,143422,1307641083,5256291054,0.0613
N26,26,30,780,8,1046718.4,174.7,246.7,3310404,144669,1293118380,5226946010,0.0633
N26,26,30,780,9,1047975.4,174.0,246.1,3321261,143560,1297090096,5215187692,0.0637
N26,26,30,780,10,1045831.3,175.0,246.8,3276819,140313,1305272853,5203300073,0.0630
N28,28,30,840,1,1048426.1,174.9,250.7,3908512,268685,1289312304,5188471049,0.0753
N28,28,30,840,2,1048626.0,174.7,248.9,3805619,261596,1276848985,5172573348,0.0736
N28,28,30,840,3,1048374.4,175.1,247.9,3671944,259211,1261255372,5177872818,0.0709
N28,28,30,840,4,1048411.8,175.9,252.7,3562504,262026,1276447210,5191655294,0.0686
N28,28,30,840,5,1049783.3,174.0,247.8,3713113,262076,1284205946,5138764482,0.0723
N28,28,30,840,6,1049316.2,175.0,249.9,3678789,261794,1270414094,5149015685,0.0714
N28,28,30,840,7,1049244.3,175.0,250.4,3679453,257950,1266264965,5198121301,0.0708
N28,28,30,840,8,1049205.0,174.2,250.7,3211743,148392,1274256536,5159483871,0.0622
N28,28,30,840,9,1049278.8,175.1,251.6,3089138,143811,1292438267,5186846792,0.0596
N28,28,30,840,10,1048918.4,174.0,247.6,3115048,145258,1278939564,5141713842,0.0606
N30,30,30,900,1,1042578.2,177.6,251.0,2800642,140406,1280534643,5069527068,0.0552
N30,30,30,900,2,1043792.3,177.3,251.4,2881882,142500,1282490304,5046386833,0.0571
N30,30,30,900,3,1044224.2,177.5,256.7,3459709,264405,1268777461,5066686381,0.0683
N30,30,30,900,4,1043972.5,176.5,255.0,3561998,268934,1281896685,5049638001,0.0705
N30,30,30,900,5,1045300.5,176.3,252.2,3512990,265432,1283148483,5015393907,0.0700
N30,30,30,900,6,1044551.7,176.3,253.4,3546582,269943,1289106878,5042745739,0.0703
N30,30,30,900,7,1043426.8,177.1,256.0,3468751,263799,1280475311,5072860714,0.0684
N30,30,30,900,8,1043335.7,177.4,256.3,3482902,270175,1279716029,5090074391,0.0684
N30,30,30,900,9,1043309.1,176.8,251.9,3617535,269498,1273182143,5078880068,0.0712
N30,30,30,900,10,1043501.0,175.6,252.4,3743796,276963,1266866700,5050170779,0.0741
N33,33,30,990,1,1045841.1,177.0,260.6,3010573,148194,1268289650,4867918164,0.0618
N33,33,30,990,2,1046444.1,176.9,259.5,3701643,270420,1255035987,4873800324,0.0759
N33,33,30,990,3,1046216.2,177.6,257.6,3666172,270741,1240018506,4902626117,0.0748
N33,33,30,990,4,1047434.1,177.8,260.4,3562562,262606,1260227356,4869512192,0.0732
N33,33,30,990,5,1046540.7,177.6,259.1,3641403,264962,1248398171,4915153078,0.0741
N33,33,30,990,6,1045959.4,178.3,262.6,3601695,263997,1239857936,4915947403,0.0733
N33,33,30,990,7,1045797.0,177.8,259.9,3676411,269455,1267211243,4894036382,0.0751
N33,33,30,990,8,1047571.2,177.6,260.0,3554257,260509,1260843580,4914078242,0.0723
N33,33,30,990,9,1046736.1,177.3,256.9,3609849,261225,1256877919,4872696212,0.0741
N33,33,30,990,10,1046500.4,177.8,260.1,3532613,262991,1248061058,4898121968,0.0721
N36,36,30,1080,1,1037695.9,180.3,265.4,3490007,263290,1222882209,4730319092,0.0738
N36,36,30,1080,2,1037546.0,180.9,268.0,3434739,256746,1222624580,4737485453,0.0725
N36,36,30,1080,3,1036569.3,181.3,268.2,3463323,259497,1223525341,4777739145,0.0725
N36,36,30,1080,4,1037625.4,180.4,268.4,3471215,257522,1216329537,4735681989,0.0733
N36,36,30,1080,5,1037596.4,181.3,266.5,3395085,252781,1209496541,4772232638,0.0711
N36,36,30,1080,6,1037234.1,181.1,269.4,3504256,260559,1240997442,4733493521,0.0740
N36,36,30,1080,7,1037258.9,179.8,266.6,3998811,297773,1212427256,4730299730,0.0845
N36,36,30,1080,8,1037524.9,181.0,269.0,3507962,247434,1224181275,4764281201,0.0736
N36,36,30,1080,9,1037685.9,180.8,267.8,3388478,252358,1225744747,4739737754,0.0715
N36,36,30,1080,10,1037726.6,180.7,265.0,3569320,255313,1220762394,4747595936,0.0752
N40,40,30,1200,1,1027390.9,184.4,273.9,3501494,254140,1177659889,4555587161,0.0769
N40,40,30,1200,2,1026023.0,184.6,278.1,2948169,137729,1173144229,4578759526,0.0644
N40,40,30,1200,3,1026056.2,182.6,272.0,3148102,140499,1179018378,4525620413,0.0696
N40,40,30,1200,4,1026414.0,184.7,277.4,2835615,129567,1170621678,4595413793,0.0617
N40,40,30,1200,5,1026579.5,183.8,274.6,2895827,133754,1171458331,4586464031,0.0631
N40,40,30,1200,6,1026537.4,184.5,279.1,2975282,133759,1160575801,4590320049,0.0648
N40,40,30,1200,7,1026524.9,184.4,277.7,2986350,139344,1184049617,4551925035,0.0656
N40,40,30,1200,8,1026842.9,184.3,276.0,2956571,137434,1183926540,4574816280,0.0646
N40,40,30,1200,9,1025900.8,183.2,273.3,3017941,139465,1190374266,4539639468,0.0665
N40,40,30,1200,10,1026385.8,184.9,278.9,2887087,135335,1191462123,4576277202,0.0631
N45,45,30,1350,1,1021318.8,187.2,290.3,2716908,132267,1162097342,4391868754,0.0619
N45,45,30,1350,2,1021080.3,186.0,287.4,2891235,134943,1147156135,4383110412,0.0660
N45,45,30,1350,3,1019986.7,186.8,288.4,2832434,133511,1152094974,4401137204,0.0644
N45,45,30,1350,4,1020679.5,187.1,288.3,2653942,125908,1147612095,4410374811,0.0602
