condition,n_samples,tsc_mhz,min_us,p10_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,p999_us,max_us
N0,2097152,2100.0,0.0676,0.0857,0.1581,0.3010,0.5486,1.1019,1.6762,4.0190,6.8962,47.7914
N25,2097152,2100.0,0.0676,0.0790,0.1343,0.3143,0.5857,1.0419,1.6390,3.8648,6.7524,165.7410
N50,2097152,2100.0,0.0676,0.0771,0.1295,0.3333,0.5924,1.1229,1.7038,3.7267,6.5790,50.2162
N100,2097152,2100.0,0.0676,0.0762,0.1229,0.3314,0.5848,1.1552,1.9410,3.7057,6.5313,80.2305
N200,2097152,2100.0,0.0676,0.0752,0.1267,0.3295,0.5762,1.2657,2.6390,4.6114,6.9322,182.6819
