label,pause_per_round,spin_rounds,total_pause_budget,run,QPS,r_p99_us,r_p999_us,futex_count,futex_per_req
master,master,30,0,1,1077445.4,177.6,205.2,19146961,1.777070
master,master,30,0,2,1075389.3,178.9,206.3,19192554,1.784708
N0,0,30,0,1,948321.2,185.2,207.7,1690144,0.178225
N0,0,30,0,2,948696.9,185.5,207.6,1706484,0.179877
N4,4,30,120,1,1283232.6,123.0,137.4,97853,0.007626
N4,4,30,120,2,1300390.4,119.9,135.6,109349,0.008409
N30,30,30,900,1,1450247.3,112.7,126.4,26264,0.001811
N30,30,30,900,2,1450219.7,112.6,126.3,26320,0.001815
